BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,STREET_NAME,FORMATTED_ADDRESS
Brokered by GoldMark Property Consultancy,House for sale,"56,221,128",4,3,"2,328.03","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"7,777,000",3,2,896,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Sasiri Land sale,House for sale,"27,483,065",3,3,"1,279.48","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Dream Property,House for sale,"184,509,893",4,4,"4,111.02","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"80,407,522",5,3,"4,202.00","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"850,000,000",5,5,"6,500.00","Town Hall, Alexandra Place, Colombo 07",Colombo,"Town Hall, Alexandra Place, Colombo 07",Colombo,Colombo 7,Alexandra Place,"Town Hall, Alexandra Place, Colombo 07"
Brokered by KP Agasthi Property,House for sale,"35,217,358",3,3,"1,662.36","Morakatiya, Colombo",Colombo,Morakatiya,Colombo,Morakatiya,,"Morakatiya, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"299,384,584",8,7,"7,912.08","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"74,937,050",5,5,"3,357.96","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Sasiri Land Sale,House for sale,"15,674,081",2,2,"1,270.61","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"32,567,973",5,5,"2,279.56","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Property Advertising,House for sale,"404,819,885",8,6,"9,019.70","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Lakshan Rent House,House for sale,"33,962,903",4,3,"2,618.08","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Dream Consultant,House for sale,"54,361,751",5,4,"3,872.33","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Dream Property,House for sale,"64,737,790",4,3,"3,150.77","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Propertydeal.lk,House for sale,"12,058,119",2,1,"1,477.65","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"86,159,919",4,4,"3,190.17","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Lakshan Rent House,Villa for sale,"13,382,549",2,1,"1,639.95","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"45,000,000",4,3,"2,000.00","Daham Street, Moratuwa",Colombo,"Daham Street, Moratuwa",Colombo,Moratuwa,Daham Street,"Daham Street, Moratuwa"
Brokered by Property Management Company,House for sale,"30,007,651",1,1,"2,639.82","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
No broker,House for sale,"45,000,000",5,2,"2,500.00","97/A Kandawala Road, Ratmalana",Colombo,"97/A Kandawala Road, Ratmalana",Colombo,Rathmalana,Kandawala Road,"97/A Kandawala Road, Ratmalana"
Brokered by Asantha Real Estate,House for sale,"27,031,065",3,2,"1,924.00","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Daraa Salam Properties,House for sale,"122,160,576",4,5,"3,663.14","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Asitha Properties,House for sale,"16,984,922",1,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by PK Property Solutions,House for sale,"61,024,740",3,3,"2,712.61","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Propertydeal.lk,House for sale,"51,939,091",5,4,"3,824.38","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Real Mart,House for sale,"50,711,585",3,3,"4,466.93","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Sithara Pavithra,House for sale,"19,269,953",5,3,"2,361.42","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by Property Solutions,House for sale,"36,239,600",2,2,"1,271.97","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"86,983,438",6,4,"4,259.11","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by AA Real Estate Agents,House for sale,"307,262,582",9,9,"9,019.70","Dematagoda, Colombo",Colombo,Dematagoda,Colombo,Dematagoda,,"Dematagoda, Colombo"
Brokered by SEV Real Estate,House for sale,"41,022,212",5,4,"1,825.76","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"17,144,222",2,1,"1,285.05","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Sithara Pavithra,House for sale,"99,747,264",3,4,"2,805.11","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"70,631,715",5,4,"4,757.56","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
No broker,House for sale,"139,856,744",5,5,"3,116.12","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by PK Property Solutions,House for sale,"55,579,999",3,3,"2,676.71","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Sasiri Land sale,House for sale,"70,019,925",5,4,"2,500.38","Kothalawala, Colombo",Colombo,Kothalawala,Colombo,Kothalawala,,"Kothalawala, Colombo"
Brokered by Real Mart,House for sale,"104,487,061",5,5,"4,470.20","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Sasiri Land sale,House for sale,"11,656,522",3,3,896,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"29,279,767",2,3,"1,357.46","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"41,981,596",4,4,"2,256.73","Athurugiriya, Colombo",Colombo,Athurugiriya,Colombo,Athurugiriya,,"Athurugiriya, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"38,955,383",3,3,"1,799.17","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
No broker,House for sale,"43,795,187",4,3,"2,625.57","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Daraa Salam Properties,House for sale,"45,859,972",3,3,"2,294.49","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Infinity Properties,House for sale,"18,860,674",3,3,"1,292.63","Makumbura, Colombo",Colombo,Makumbura,Colombo,Makumbura,,"Makumbura, Colombo"
Brokered by Prime Lands,House for sale,"345,026,311",10,8,"9,019.70","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"82,968,052",3,3,"2,972.91","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by SEV Real Estate,House for sale,"101,046,144",3,2,"4,033.93","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Colombo Property Holdings,House for sale,"59,647,943",6,5,"3,367.85","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Sooriya Land Sale,House for sale,"107,976,877",5,3,"4,233.41","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"25,088,154",2,2,"1,246.98","Makumbura, Colombo",Colombo,Makumbura,Colombo,Makumbura,,"Makumbura, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"15,238,246",3,3,930.86,"Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"19,454,658",5,3,"2,384.06","Piliyandala, Colombo",Colombo,Piliyandala,Colombo,Piliyandala,,"Piliyandala, Colombo"
Brokered by Idea Property and Real Estate,Villa for sale,"191,671,633",3,3,"4,270.59","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"34,918,968",2,2,"1,073.27","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"138,536,684",6,4,"4,262.78","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
No broker,House for sale,"171,360,537",5,5,"4,743.69","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Lakshan Rent House,House for sale,"38,247,522",3,2,"1,779.87","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by SEV Real Estate,House for sale,"17,670,411",2,2,"1,232.56","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"124,682,958",5,5,"5,496.18","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brokered by Lakshan Rent House,House for sale,"404,819,885",10,9,"9,019.70","Dematagoda, Colombo",Colombo,Dematagoda,Colombo,Dematagoda,,"Dematagoda, Colombo"
Brokered by KP Agasthi Property,House for sale,"34,213,716",3,3,"2,350.67","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Sithara Pavithra,House for sale,"67,606,115",8,6,"4,321.66","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Mohammed Rizmi,House for sale,"71,536,469",4,3,"3,918.96","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Prime Lands,House for sale,"42,161,640",3,3,"3,304.60","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by KP Agasthi Property,House for sale,"300,000,000",5,5,"9,000.00","Stanly Thilakarathna Road, Nugegoda",Colombo,"Stanly Thilakarathna Road, Nugegoda",Colombo,Nugegoda,Stanly Thilakarathna Road,"Stanly Thilakarathna Road, Nugegoda"
Brokered by Lakshan Rent House,House for sale,"42,084,035",5,3,"2,251.17","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"16,597,875",2,2,"1,505.50","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"98,174,001",3,3,"2,892.23","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by S Threads Property,House for sale,"44,442,144",6,4,"5,446.13","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Real Mart,House for sale,"23,848,675",4,3,"2,434.45","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"58,296,445",5,5,"3,888.95","Kothalawala, Colombo",Colombo,Kothalawala,Colombo,Kothalawala,,"Kothalawala, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"20,476,891",3,2,"2,428.73","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Dream Consultant,House for sale,"103,845,383",4,4,"4,113.89","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Sasiri Land sale,House for sale,"120,602,499",4,4,"4,508.03","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"19,095,617",2,3,"1,327.38","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Real Mart,House for sale,"45,667,361",3,2,"3,745.68","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Emil Realtors Pvt Ltd,Villa for sale,"21,687,965",5,3,"2,302.94","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by Dream Consultant,House for sale,"54,778,319",3,4,"3,270.69","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"89,531,896",7,6,"3,643.37","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
No broker,House for sale,"306,285,855",5,5,"6,824.29","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"56,132,876",3,3,"2,993.63","Kothalawala, Colombo",Colombo,Kothalawala,Colombo,Kothalawala,,"Kothalawala, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"26,665,707",5,4,"2,497.51","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"94,181,135",4,4,"3,581.54","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Prime Lands,House for sale,"35,266,539",4,3,"1,059.58","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"36,080,595",5,4,"2,331.97","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Sasiri Land sale,House for sale,"75,084,657",9,6,"4,423.22","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Daraa Salam Properties,House for sale,"180,421,356",5,4,"4,614.34","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Sasiri Land sale,House for sale,"76,688,128",4,3,"3,834.81","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Asitha Properties,House for sale,"45,357,265",5,4,"2,948.80","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"140,819,180",5,5,"3,182.94","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by S Threads Property,House for sale,"44,033,007",4,3,"4,172.83","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"28,205,230",3,3,"2,189.50","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by S Thedas Property,House for sale,"43,963,610",3,3,"1,957.90","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"91,054,160",4,4,"2,935.76","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Sasiri Land Sale,House for sale,"79,105,426",3,4,"3,841.21","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Property Solutions,House for sale,"66,491,761",3,2,"1,923.33","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Sasiri Land sale,House for sale,"70,101,533",4,4,"3,428.92","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Telemarketing Colombo,House for sale,"104,105,620",5,5,"5,201.85","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"34,535,211",5,3,"2,402.13","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Property Solutions,House for sale,"86,069,748",3,3,"4,836.04","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Dilruwan Real Estate,Villa for sale,"43,532,688",5,3,"3,567.25","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"39,615,726",6,3,"4,854.68","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Real Mart,House for sale,"49,250,375",3,3,"2,270.96","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by Sasiri Land sale,House for sale,"34,824,144",5,3,"2,378.56","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Property Solutions,House for sale,"96,426,951",4,4,"5,038.11","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"62,500,000",6,3,"1,800.00","Dematagoda Place, Colombo 09",Colombo,"Dematagoda Place, Colombo 09",Colombo,Colombo 9,,"Dematagoda Place, Colombo 09"
Brokered by Asitha Properties,House for sale,"71,601,787",5,5,"3,640.86","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"32,111,542",3,2,"1,854.28","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"62,659,058",4,3,"3,106.05","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"97,870,380",8,7,"5,578.61","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"67,868,746",4,4,"3,844.63","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"69,396,744",3,3,"3,457.41","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Real Mart,House for sale,"31,751,313",3,3,"1,312.71","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by S Thedas Property,House for sale,"132,527,863",7,6,"4,252.09","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Property Management Company,House for sale,"180,779,830",7,4,"4,027.91","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by S Thedas Property,House for sale,"404,819,885",9,6,"9,019.70","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by S Thedas Property,House for sale,"125,861,477",5,4,"5,739.89","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Lakshan Rent House,House for sale,"221,656,359",5,5,"4,938.68","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Telemarketing Colombo,House for sale,"9,901,414",2,2,"1,213.36","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Lakshan Rent House,House for sale,"30,778,140",4,4,"2,335.92","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Neththaru Property,House for sale,"265,806,013",10,8,"9,019.70","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"25,838,751",4,3,"2,395.71","Athurugiriya, Colombo",Colombo,Athurugiriya,Colombo,Athurugiriya,,"Athurugiriya, Colombo"
Brokered by S Threads Property,House for sale,"155,188,461",5,3,"3,457.72","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"111,453,516",4,4,"3,776.00","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Platinum Property & Construction,House for sale,"128,465,812",5,4,"3,816.89","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
